accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
0.8756637747613901,0.8614103275985091,0.9091651403236402,0.7259029566025406,0.6883031018808887,0.6944108034645144,0.09083485967635986,0.1863444851266212,0.8107804791714569,0.7617485152387543
