accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
0.9274679321620362,0.9182607680564845,0.9358761388826877,0.7587781863421518,0.7791126824453674,0.7604637609963087,0.0641238611173126,0.0993546027697188,0.8451589439631744,0.7996716323080294
