cluster_id,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
0.855072463768116,612.1304347826087,0.9375158728459587,0.9353199857021554,0.9356041100553432,0.721719175504684,0.7977170051177109,0.7504272317565422,0.06439588994465689,0.05735545865040497,0.9709423438404433,0.8980437697964351
