cluster_id,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
0.8405797101449275,605.768115942029,0.9573725692182367,0.9451576652185452,0.9599434214288063,0.7545484247917794,0.7854443727764002,0.7613972532694226,0.04005657857119375,0.0696280909917157,0.9758130060336457,0.9130710303418778
