cluster_id,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
0.8405797101449275,603.0869565217391,0.9269007527389784,0.9242854081192006,0.92502643336784,0.7089101357530065,0.787820846220921,0.7384835426581129,0.9632437517785558,0.8802297382735802,0.07497356663216008,0.06725161754719496
