accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
0.9363275517241358,0.9322860029683792,0.9365730900764436,0.7676361880871561,0.8026465028678252,0.7797696503758657,0.8414020259855011,0.802903517161534,0.06342690992355642,0.07200108413968513
