accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
0.8793425128622714,0.8714169578733216,0.9020183849349417,0.731270040324988,0.7339120933562748,0.7185919385572624,0.09798161506505838,0.15918446918829823,0.839680751121679,0.7813234408434809
