cluster_id,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
0.855072463768116,612.1304347826087,0.9368453614308754,0.9335030951966024,0.9354595863322867,0.72112069347481,0.7941017965262229,0.7488094303877095,0.06454041366771338,0.060970667241893116,0.9695490346750473,0.8931178092058496
