accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
0.8741728337349297,0.858999596475534,0.9088227135017553,0.7156070655061381,0.6769265430198991,0.6835737545237001,0.09117728649824491,0.19082352055068733,0.7933314116388077,0.7445849707776648
