accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
0.8743840597802109,0.8653074836090188,0.9179029780233561,0.7597249686352385,0.6815295839245614,0.7112902514866332,0.08209702197664377,0.18728801080531898,0.8146156777317598,0.7902737717071499
