accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
0.9160476892315274,0.9011116944742447,0.9456433098935176,0.7754558175412605,0.7312276660624821,0.739041962701395,0.05435669010648262,0.1434199209450281,0.8377472626333344,0.7939918594979599
