accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
0.9403134353698703,0.9310877211558857,0.9438900809386055,0.7776501326780627,0.7929329483806755,0.7762346134417536,0.8453219986920151,0.8058070164578804,0.05610991906139442,0.08171463862683456
