accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
0.6703197515370788,0.6882691452690203,0.572459676993983,0.476577133690143,0.6788712740455927,0.5063701248075644,0.6976687061023454,0.6153967261575949,0.42754032300601685,0.19577631296191758
