accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
0.9387650591098877,0.928181861657658,0.95896875461409,0.7902780457997471,0.7720425557087358,0.7783400275438113,0.8467359415487548,0.8084078113269566,0.041031245385909715,0.10260503129877431
