cluster_id,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
0.8405797101449275,600.927536231884,0.9323883826783325,0.9298704875614833,0.9298771018174242,0.7165845673427464,0.7929620651053988,0.7450395841060435,0.9679499835486675,0.8941989869795235,0.07012289818257599,0.062110398662717045
