accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
0.922462525262413,0.9079725918952212,0.9384922227882844,0.7593528098051102,0.7532579507459927,0.7511668009719554,0.8410051140399916,0.7949018534496389,0.0615077772117155,0.12254703899784168
