accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
0.9226528368663311,0.9075505032694555,0.9466976004620937,0.772595607412808,0.7430509930843276,0.7486677751898815,0.8398434189259936,0.7973421335753874,0.05330239953790623,0.13159659392318268
