cluster_id,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
0.8405797101449275,597.8260869565217,0.9505619427566987,0.9490511273160517,0.9470264777872343,0.7305992771874891,0.8061482406129853,0.7599950773573916,0.05297352221276582,0.048924223155130626,0.9723031003944611,0.9042103545992669
