accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
0.9324747683993287,0.9201256697749947,0.9614686843902867,0.7876813993789238,0.7620067328667702,0.7681194389528735,0.849988255433131,0.8096671751862351,0.038531315609713276,0.12121734484029716
