cluster_id,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
0.8405797101449275,605.768115942029,0.9582813680543556,0.9467995031691256,0.9624176893102834,0.7589308565679829,0.786253780796084,0.7628700129027443,0.9765623818708531,0.9162401288543938,0.037582310689716666,0.068818682972032
