accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
0.8776146572070942,0.8689078469343338,0.9018058597407141,0.7182481190314154,0.7156885916043185,0.7049276081530592,0.09819414025928605,0.16399016587204635,0.82051653343762,0.7708088126473206
