accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
0.9322277334385364,0.928430137512689,0.9396031338932054,0.781064712794694,0.8087347323392502,0.7870952860915482,0.06039686610679451,0.08274285886782742,0.8619023558139588,0.8173760203398178
