cluster_id,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
0.855072463768116,601.3768115942029,0.9557095901927164,0.9512458489796869,0.9561479708372916,0.7500269710483894,0.8014161908901981,0.7686992503362204,0.9736811517683387,0.9171493252221817,0.04385202916270844,0.05365627287791771
