round,metric,value
1,cluster_id,0.8889263766718882
1,num_examples,703.0851668875769
1,participating_clients,69.0
1,total_examples,41495.0
1,val_accuracy,0.9342280598458538
1,val_balanced_accuracy,0.9311128704723017
1,val_f1,0.7742023721553499
1,val_far,0.06339896724446321
1,val_miss_rate,0.07437529181093372
1,val_pr_auc,0.9227559039874713
1,val_precision,0.758958491715666
1,val_recall,0.8040919934041523
1,val_roc_auc,0.9650888417055261
1,val_specificity,0.9366010327555367
2,cluster_id,0.8889263766718882
2,num_examples,703.0851668875769
2,participating_clients,69.0
2,total_examples,41495.0
2,val_accuracy,0.941848275134902
2,val_balanced_accuracy,0.9401623179403762
2,val_f1,0.7856574584296908
2,val_far,0.05793961622121693
2,val_miss_rate,0.06173574789803073
2,val_pr_auc,0.9275847837006274
2,val_precision,0.7680054378715312
2,val_recall,0.8167315373170556
2,val_roc_auc,0.9721804622331499
2,val_specificity,0.9420603837787832
3,cluster_id,0.8889263766718882
3,num_examples,703.0851668875769
3,participating_clients,69.0
3,total_examples,41495.0
3,val_accuracy,0.9462003978241937
3,val_balanced_accuracy,0.9442759922694591
3,val_f1,0.7909287496594575
3,val_far,0.05272119786164344
3,val_miss_rate,0.0587268175994379
3,val_pr_auc,0.9319516195051717
3,val_precision,0.7753970282237773
3,val_recall,0.8197404676156482
3,val_roc_auc,0.9742367301575662
3,val_specificity,0.9472788021383567
4,cluster_id,0.8889263766718882
4,num_examples,703.0851668875769
4,participating_clients,69.0
4,total_examples,41495.0
4,val_accuracy,0.9485700369144829
4,val_balanced_accuracy,0.9464363597396783
4,val_f1,0.7936976047906613
4,val_far,0.0499139367914895
4,val_miss_rate,0.057213343729154105
4,val_pr_auc,0.9354778301397605
4,val_precision,0.7794952303057373
4,val_recall,0.8212539414859321
4,val_roc_auc,0.9758845058621934
4,val_specificity,0.9500860632085107
5,cluster_id,0.8889263766718882
5,num_examples,703.0851668875769
5,participating_clients,69.0
5,total_examples,41495.0
5,val_accuracy,0.9504381726105573
5,val_balanced_accuracy,0.9480598841816723
5,val_f1,0.7963250906717585
5,val_far,0.04814922263004441
5,val_miss_rate,0.0557310090066104
5,val_pr_auc,0.9363940165623927
5,val_precision,0.7822829904161825
5,val_recall,0.8227362762084757
5,val_roc_auc,0.9762817904269633
5,val_specificity,0.9518507773699558
6,cluster_id,0.8889263766718882
6,num_examples,703.0851668875769
6,participating_clients,69.0
6,total_examples,41495.0
6,val_accuracy,0.9520837575373806
6,val_balanced_accuracy,0.949416465244567
6,val_f1,0.798329639276638
6,val_far,0.0471793100653341
6,val_miss_rate,0.05398775944553137
6,val_pr_auc,0.9365255554267758
6,val_precision,0.7836412714718411
6,val_recall,0.8244795257695546
6,val_roc_auc,0.97715477429085
6,val_specificity,0.9528206899346658
7,cluster_id,0.8889263766718882
7,num_examples,703.0851668875769
7,participating_clients,69.0
7,total_examples,41495.0
7,val_accuracy,0.9529891981490943
7,val_balanced_accuracy,0.9506282369764867
7,val_f1,0.7996453538820015
7,val_far,0.04632150439791162
7,val_miss_rate,0.05242202164911475
7,val_pr_auc,0.9363251638320882
7,val_precision,0.7850108524953198
7,val_recall,0.8260452635659712
7,val_roc_auc,0.9772977180179515
7,val_specificity,0.9536784956020883
8,cluster_id,0.8889263766718882
8,num_examples,703.0851668875769
8,participating_clients,69.0
8,total_examples,41495.0
8,val_accuracy,0.9539950681307564
8,val_balanced_accuracy,0.9512108521978796
8,val_f1,0.8006041068504545
8,val_far,0.044530110112810634
8,val_miss_rate,0.05304818549142961
8,val_pr_auc,0.9371716556858031
8,val_precision,0.7866873185803119
8,val_recall,0.8254190997236566
8,val_roc_auc,0.9775091737055446
8,val_specificity,0.9554698898871892
9,cluster_id,0.8889263766718882
9,num_examples,703.0851668875769
9,participating_clients,69.0
9,total_examples,41495.0
9,val_accuracy,0.954934664246103
9,val_balanced_accuracy,0.9522754701696721
9,val_f1,0.8022394327747104
9,val_far,0.04363525482720546
9,val_miss_rate,0.0518138048334504
9,val_pr_auc,0.9369886309243716
9,val_precision,0.7880028816072456
9,val_recall,0.826653480381636
9,val_roc_auc,0.9781280951073014
9,val_specificity,0.9563647451727946
10,cluster_id,0.8889263766718882
10,num_examples,703.0851668875769
10,participating_clients,69.0
10,total_examples,41495.0
10,val_accuracy,0.9556168113289882
10,val_balanced_accuracy,0.952408607311396
10,val_f1,0.8026806372582918
10,val_far,0.043235186031575695
10,val_miss_rate,0.051947599345632305
10,val_pr_auc,0.9376940737398085
10,val_precision,0.7895813740678922
10,val_recall,0.826519685869454
10,val_roc_auc,0.978182315045663
10,val_specificity,0.9567648139684243
11,cluster_id,0.8889263766718882
11,num_examples,703.0851668875769
11,participating_clients,69.0
