model,generator,mixture,seed,run_dir,dev_accuracy,dev_balanced_accuracy,dev_specificity,dev_precision,dev_recall,dev_f1,dev_roc_auc,dev_pr_auc,dev_far,dev_miss_rate,dev_tn,dev_fp,dev_fn,dev_tp,test_accuracy,test_balanced_accuracy,test_specificity,test_precision,test_recall,test_f1,test_roc_auc,test_pr_auc,test_far,test_miss_rate,test_tn,test_fp,test_fn,test_tp,local_accuracy,local_balanced_accuracy,local_specificity,local_precision,local_recall,local_f1,local_roc_auc,local_pr_auc,local_far,local_miss_rate
class_prototype,wavegan_lite,90_synthetic_10_original,1,gen_syntdata/experiments_gans/full_data_full_results/class_prototype/wavegan_lite/90_synthetic_10_original/seed_01/run_20260822_063159,0.648596349437605,0.4882807471725732,0.8908895850509914,0.1963059078627267,0.085671909294155,0.0994150210398902,0.4241100226404282,0.2649614298192069,0.1091104149490084,0.9143280907058452,16190.136429131668,1982.863570868332,7151.8743255011195,670.1256744988805,0.6457637153228446,0.485515074071852,0.9099756580817474,0.1240951883910637,0.0610544900619567,0.0613638397568683,0.3611872057632758,0.2507632472632326,0.0900243419182526,0.9389455099380432,16164.80759016416,1599.19240983584,7536.915608272673,490.08439172732653,0.6398266404060792,0.5279685843236167,0.8954274074308578,0.3964336112368841,0.1529946888078754,0.1994816698066613,0.4776459852457127,0.3681145921121085,0.1045725925691417,0.8394902387836253
class_prototype,wavegan_lite,90_synthetic_10_original,2,gen_syntdata/experiments_gans/full_data_full_results/class_prototype/wavegan_lite/90_synthetic_10_original/seed_02/run_20260822_083623,0.3258758051546681,0.5076504587646387,0.0511503988099301,0.3072969653595182,0.9641505187193472,0.4604008888328977,0.4054357252385553,0.2521436774780628,0.9488496011900702,0.0358494812806532,929.5561975728604,17243.44380242714,280.4146425772696,7541.58535742273,0.3362956894210586,0.5089057372556385,0.0517027236270416,0.3186714946589537,0.9661087508842354,0.4735273001094053,0.3525529752261822,0.2465062708474995,0.9482972763729584,0.0338912491157648,918.4471825107678,16845.55281748923,272.04505665224417,7754.954943347756,0.3810025816668402,0.520976569074863,0.0581899760898014,0.3671851683317709,0.975857969379446,0.5242414169212902,0.3732838154214859,0.2900776579595855,0.9418100239101984,0.0162368379400753
class_prototype,wavegan_lite,90_synthetic_10_original,3,gen_syntdata/experiments_gans/full_data_full_results/class_prototype/wavegan_lite/90_synthetic_10_original/seed_03/run_20260822_105039,0.3255628411801781,0.5074323789560294,0.0506940315032943,0.3064498584157337,0.9641707264087644,0.4604003774052544,0.3919877874808906,0.2471321892034211,0.9493059684967058,0.0358292735912354,921.2626345093684,17251.737365490633,280.2565780306435,7541.743421969357,0.3357187921854458,0.5082139941685847,0.05131517991911,0.3175087248284854,0.9651128084180596,0.4730198882858745,0.3534603760346185,0.2467545775560022,0.94868482008089,0.0348871915819407,911.5628560830714,16852.43714391693,280.0394868282382,7746.960513171762,0.3796090319987747,0.5210914557998213,0.0597030518127034,0.3651566828023968,0.9753341569233592,0.5229222277798201,0.3932971485623791,0.2955584739212545,0.9402969481872966,0.0175201402130607
class_prototype,wavegan_lite,90_synthetic_10_original,4,gen_syntdata/experiments_gans/full_data_full_results/class_prototype/wavegan_lite/90_synthetic_10_original/seed_04/run_20260822_125713,0.4742240339223268,0.5468878760622211,0.3644034227314751,0.3313375438303055,0.7293723293929668,0.4534274249396988,0.5421489088785124,0.3164110105917623,0.6355965772685248,0.2706276706070334,6622.303401299099,11550.6965987009,2116.8496394882145,5705.150360511785,0.4673073005824853,0.5316429362650312,0.361233120111335,0.333050969673047,0.7020527524187273,0.4495704748121408,0.5381555055157389,0.3214923158346733,0.638766879888665,0.2979472475812726,6416.945145657757,11347.054854342245,2391.6225563348753,5635.377443665125,0.4586681746051878,0.5400430781548486,0.2710300233479273,0.376696717354503,0.8023780252166568,0.5079417036960463,0.5971951841574973,0.4196100746459376,0.7289699766520727,0.1909438670382301
class_prototype,wavegan_lite,90_synthetic_10_original,5,gen_syntdata/experiments_gans/full_data_full_results/class_prototype/wavegan_lite/90_synthetic_10_original/seed_05/run_20260822_200700,0.324716154900856,0.5070373605932121,0.0491647162136542,0.3054379173896111,0.9649100049727704,0.4599012863845821,0.4629853868700063,0.2687396240572881,0.950835283786346,0.0350899950272296,893.4703877507397,17279.529612249262,274.47394110299035,7547.5260588970095,0.3346883408084191,0.5075147292971159,0.0497386806669446,0.3159811697920242,0.9652907779272876,0.4719418963358823,0.4436140695309005,0.2716861275181322,0.9502613193330558,0.0347092220727127,883.5579233676053,16880.442076632396,278.6109255776649,7748.389074422335,0.3807370003306832,0.5204273330496905,0.0578597849771767,0.3662880386671985,0.9751724075419284,0.5239555358114941,0.4445649315032218,0.3141517180312188,0.9421402150228232,0.017005118877795
class_prototype,wavegan_lite,90_synthetic_10_original,6,gen_syntdata/experiments_gans/full_data_full_results/class_prototype/wavegan_lite/90_synthetic_10_original/seed_06/run_20260822_223424,0.3257354314169684,0.5071176691356758,0.0516031034417531,0.3064068972475509,0.962632234829598,0.4599338997108672,0.4380755823305842,0.261144827676225,0.948396896558247,0.0373677651704019,937.7831988469796,17235.21680115302,292.29065916288374,7529.7093408371165,0.3355904782479111,0.5075752376726386,0.0520284645060424,0.3171626958762487,0.963122010839235,0.4721234487254919,0.3899396534401834,0.2565829592098299,0.947971535493958,0.0368779891607649,924.2336434853372,16839.76635651466,296.0196189934603,7730.98038100654,0.3795998312113627,0.5201863150277353,0.059921337315988,0.3652644055851343,0.9730370584292848,0.5220818295067011,0.4011193385735478,0.299041070884189,0.940078662684012,0.0195487072605175
class_prototype,wavegan_lite,90_synthetic_10_original,7,gen_syntdata/experiments_gans/full_data_full_results/class_prototype/wavegan_lite/90_synthetic_10_original/seed_07/run_20260823_104719,0.3251319591281983,0.5071439793462833,0.0500478083899389,0.3062797666020259,0.9642401503026282,0.4600640137102486,0.4051275183693688,0.2500797073903563,0.9499521916100612,0.0357598496973721,909.5188218703604,17263.48117812964,279.71354433284495,7542.286455667155,0.3354747624664196,0.5080472830105035,0.0509436702599162,0.3175178095769946,0.9651508957610908,0.4727057014999354,0.3708728341372984,0.2517196972795012,0.9490563297400836,0.0348491042389096,904.9633584971532,16859.036641502847,279.7337597257281,7747.266240274272,0.3804010847967215,0.5201078853320452,0.058584394076168,0.3662409878505147,0.9740351588100664,0.5234263966383539,0.3773498740180257,0.2907478296863821,0.9414156059238322,0.0183686234120773
class_prototype,wavegan_lite,90_synthetic_10_original,8,gen_syntdata/experiments_gans/full_data_full_results/class_prototype/wavegan_lite/90_synthetic_10_original/seed_08/run_20260823_124029,0.3318584206860726,0.5079907298075291,0.065660580487438,0.3067619680007736,0.95032087912762,0.458840544425065,0.5019438550027062,0.2874238541037996,0.934339419512562,0.0496791208723799,1193.2497291982113,16979.75027080179,388.59008346375566,7433.409916536244,0.3495661452736678,0.5142470712714973,0.0780464178453888,0.3203333254845896,0.9504477246976056,0.474089809091624,0.4727383454477891,0.2876746396162674,0.9219535821546112,0.0495522753023943,1386.416566605487,16377.583433394511,397.7561138523195,7629.24388614768,0.3869092363841612,0.5253276618183644,0.0716685227880831,0.3668232004373248,0.9706756833823712,0.5237406353895194,0.5406319629411119,0.3657059720326407,0.9283314772119168,0.0210131991513543
class_prototype,wavegan_lite,90_synthetic_10_original,9,gen_syntdata/experiments_gans/full_data_full_results/class_prototype/wavegan_lite/90_synthetic_10_original/seed_09/run_20260823_145328,0.3416161209686091,0.5137253982954635,0.0814984961496248,0.3091086442608329,0.945952300441302,0.4612969063901731,0.5113104450967834,0.2931972794259354,0.9185015038503752,0.0540476995586982,1481.072170527133,16691.92782947287,422.7611059481376,7399.238894051862,0.3778908909760508,0.5379458936611589,0.1139982122139341,0.3309028871448884,0.9618935751083842,0.4877449068387917,0.4840806591212858,0.2964365558064701,0.8860017877860658,0.0381064248916159,2025.064241768325,15738.935758231675,305.88027260500115,7721.119727394999,0.3932631786720246,0.5285287903199464,0.0869488208917134,0.3695141183235099,0.9620525604547876,0.525181145272647,0.4990336252337177,0.3454257182562699,0.9130511791082868,0.0298912402518205
class_prototype,wavegan_lite,90_synthetic_10_original,10,gen_syntdata/experiments_gans/full_data_full_results/class_prototype/wavegan_lite/90_synthetic_10_original/seed_10/run_20260823_165807,0.3351360124045106,0.5085804816437645,0.0730004432055066,0.3059948114902195,0.9441605200820224,0.4584445716210598,0.4890254493874838,0.2859124748326344,0.9269995567944934,0.0558394799179774,1326.637054373671,16846.36294562633,436.77641191841985,7385.22358808158,0.3495784191961279,0.5024526684257086,0.0975250971121509,0.3137345202149249,0.907380239739266,0.4626721161110957,0.4488779408371667,0.2808739441362692,0.902474902887849,0.0926197602607338,1732.4358251002488,16031.564174899751,743.4588156129103,7283.54118438709,0.3775359442071531,0.5123496195027069,0.0693908077364058,0.3601462656284818,0.9471021581686336,0.5149046738024219,0.4392754969420886,0.322543251283212,0.9306091922635944,0.0446915687309922
soft_labels,rcgan_lite,90_synthetic_10_original,1,gen_syntdata/experiments_gans/full_data_full_results/soft_labels/rcgan_lite/90_synthetic_10_original/seed_01/run_20260819_131201,0.8000329724665556,0.801921169740782,0.7971792425701203,0.6287526710662076,0.8066630969114437,0.705981237462922,0.8856341358592223,0.7768904397894192,0.2028207574298795,0.1933369030885563,14487.1383752268,3685.861624773201,1512.2812559586878,6309.718744041313,0.8047522874365017,0.8187204677397897,0.7817220762226802,0.635674041030239,0.855718859256899,0.7285536122093798,0.910352375328073,0.8396388823336188,0.2182779237773197,0.1442811407431008,13886.510962019693,3877.489037980307,1158.144716744871,6868.8552832551295,0.9188857405185452,0.9196862872381748,0.916353599787344,0.852117889416173,0.9155039022805064,0.8816524444649038,0.9651818207935648,0.9456335808702168,0.0836464002126558,0.0769810253109943
soft_labels,rcgan_lite,90_synthetic_10_original,2,gen_syntdata/experiments_gans/full_data_full_results/soft_labels/rcgan_lite/90_synthetic_10_original/seed_02/run_20260819_220356,0.8232137556141201,0.807062046147244,0.847624666917357,0.6847013919512865,0.7664994253771306,0.7223025847884251,0.8956066201649369,0.8107231184973545,0.1523753330826426,0.2335005746228692,15403.883071889137,2769.116928110865,1826.441494700084,5995.558505299916,0.8094665868589023,0.8046016692874431,0.8174876802852351,0.6602596548098313,0.7917156582896511,0.719377224189775,0.9002065235067738,0.8254584723279283,0.1825123197147651,0.2082843417103487,14521.851152586913,3242.148847413087,1671.8984109089697,6355.10158909103,0.9205264763875328,0.9155082625251162,0.9326426382237322,0.875655143996712,0.8904686941460204,0.881540366382687,0.9634976837431324,0.9442761251988602,0.0673573617762677,0.1016261131735003
