accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
0.8887515594563525,0.8748529862518319,0.9160172956400604,0.7290217070183936,0.7083362638711136,0.7102587532555281,0.8176676670127061,0.7706958644719415,0.08398270435993946,0.16631132313639682
