cluster_id,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
1.144927536231884,642.2028985507246,0.46016561792924293,0.5617846781307416,0.1815955091507244,0.34334548223062883,0.8487497849334985,0.4748778242494403,0.8071643102444599,0.67110021083286,0.8184044908492757,0.006322678834617457
