accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
0.6421223973609765,0.5550994608465804,0.9581694726105121,0.029033039954175534,0.026677036090158757,0.023217283049379322,0.7742214215120353,0.7345414548663447,0.041830527389488024,0.8479705509173515
