cluster_id,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
0.8405797101449275,597.8260869565217,0.9519241515120853,0.9497594419821296,0.9482678437231534,0.7360051521447047,0.8063235040092216,0.7621598734459546,0.9732820843774104,0.9045968878199638,0.051732156276846596,0.048748959758894254
