cluster_id,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
0.8405797101449275,600.927536231884,0.9316714741256119,0.9301995996346755,0.9284317908783861,0.7150068416453446,0.795309339787272,0.7444773628250044,0.07156820912161378,0.05976312398084395,0.9681009985592453,0.8873863333330901
