accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
0.8715546077804999,0.8776658920495864,0.8658183026118471,0.6958834721561736,0.7813808883957315,0.7231704953159259,0.8341958157998447,0.7764901065839929,0.13418169738815264,0.11048651851267509
