cluster_id,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
0.855072463768116,611.7246376811594,0.9389340050387222,0.9283907905158848,0.9420654663531812,0.7283886302066142,0.7773356316408175,0.7475749721817287,0.05793453364681876,0.0777368321272985,0.9679529757397679,0.8969610704398121
