accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
0.8952235100606106,0.8857060077798696,0.9097171964192112,0.7450628190957801,0.7553468231437693,0.7396639800687268,0.8469355128154558,0.7854720429854709,0.09028280358078877,0.13830518085947147
