cluster_id,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
1.144927536231884,614.8550724637681,0.9537250890029884,0.9484905830107322,0.9530141941313732,0.7444502130805261,0.7990394356582073,0.763893529457553,0.046985805868626676,0.05603302810990868,0.9721056200142153,0.9049030488608499
