client_id,dataset,client,cluster_id,evaluation_split,model_source,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
KFall::SA18,KFall,SA18,2,local_val,last_round_local_fit,609,0.9920297555791711,0.9920327079498363,0.9920814479638009,0.9929789368104313,0.9919839679358717,0.9924812030075187,0.007918552036199095,0.008016032064128256,0.9994933305525078,0.9995335868935177
KFall::SA30,KFall,SA30,2,local_val,last_round_local_fit,514,0.9885817307692307,0.9887462797619048,0.9866071428571429,0.9844760672703752,0.9908854166666666,0.9876703439325114,0.013392857142857142,0.009114583333333334,0.9991803850446429,0.9990249982784543
KFall::SA22,KFall,SA22,2,local_val,last_round_local_fit,462,0.9910414333706606,0.9920819023321231,0.9869767441860465,0.9806362378976486,0.9971870604781997,0.9888423988842399,0.013023255813953489,0.0028129395218002813,0.9990226670591698,0.9984656115635385
KFall::SA24,KFall,SA24,2,local_val,last_round_local_fit,461,0.9863945578231292,0.9860464331730027,0.9896587383660806,0.987389659520807,0.9824341279799247,0.9849056603773585,0.010341261633919338,0.01756587202007528,0.9981017232408502,0.9977688696416198
KFall::SA23,KFall,SA23,2,local_val,last_round_local_fit,522,0.9822954822954822,0.9827554232814124,0.9745664739884393,0.9720812182741116,0.9909443725743855,0.9814221652786675,0.025433526011560695,0.009055627425614488,0.9977476837484764,0.9973739369512981
SisFall::SA23,SisFall,SA23,1,local_val,last_round_local_fit,881,0.980499405469679,0.9788032454361055,0.9886409736308316,0.9836639439906651,0.9689655172413794,0.9762594093804284,0.011359026369168357,0.03103448275862069,0.99803944883542,0.9972876309074165
SisFall::SA20,SisFall,SA20,1,local_val,last_round_local_fit,884,0.9787444389520514,0.9783801211594447,0.9805414551607445,0.9727488151658767,0.976218787158145,0.9744807121661722,0.0194585448392555,0.023781212841854936,0.9978831803247686,0.9972250226963003
KFall::SA12,KFall,SA12,2,local_val,last_round_local_fit,394,0.974025974025974,0.9754055254599019,0.9608540925266904,0.9543568464730291,0.9899569583931134,0.971830985915493,0.03914590747330961,0.010043041606886656,0.9976428380570178,0.9971245498880121
KFall::SA15,KFall,SA15,2,local_val,last_round_local_fit,454,0.9797482211275315,0.9801758986124768,0.976401179941003,0.9707673568818515,0.9839506172839506,0.9773145309625997,0.02359882005899705,0.016049382716049384,0.9974373915049104,0.9970543300195075
SisFall::SA18,SisFall,SA18,1,local_val,last_round_local_fit,1083,0.98076442667999,0.9820574357098959,0.9721608484312859,0.9647847959754052,0.9919540229885058,0.9781807877585719,0.027839151568714096,0.008045977011494253,0.9977322595882792,0.9969569206427324
SisFall::SA22,SisFall,SA22,1,local_val,last_round_local_fit,895,0.9713603818615751,0.9693136701578826,0.9837024655244463,0.9777777777777777,0.9549248747913188,0.9662162162162162,0.0162975344755537,0.045075125208681135,0.9976919790866563,0.9968757134829086
SisFall::SA08,SisFall,SA08,1,local_val,last_round_local_fit,881,0.9769322235434007,0.9770283975659229,0.9764705882352941,0.9670267197271177,0.9775862068965517,0.9722777936553301,0.023529411764705882,0.022413793103448276,0.997721666550092,0.9967603439013466
KFall::SA33,KFall,SA33,2,local_val,last_round_local_fit,434,0.9905937683715461,0.9912345832077072,0.9865563598759048,0.9825268817204301,0.9959128065395095,0.9891745602165088,0.01344364012409514,0.004087193460490463,0.9980789768068326,0.9967088742025128
KFall::SA37,KFall,SA37,2,local_val,last_round_local_fit,362,0.9809160305343512,0.9804237239852518,0.98698224852071,0.9847009735744089,0.9738651994497937,0.979253112033195,0.01301775147928994,0.026134800550206328,0.9980531160723733,0.996661952770135
SisFall::SA06,SisFall,SA06,1,local_val,last_round_local_fit,1023,0.9768643859217327,0.9756523408965969,0.9821576763485477,0.9738601823708206,0.969147005444646,0.9714978775015161,0.01784232365145228,0.030852994555353903,0.9972957504650165,0.996338659906846
SisFall::SA21,SisFall,SA21,1,local_val,last_round_local_fit,959,0.9738308698812697,0.9718473869474982,0.9844993715961458,0.9783118405627198,0.9591954022988506,0.9686593151479976,0.015500628403854211,0.04080459770114943,0.9969030043001121,0.9956799720941686
KFall::SA19,KFall,SA19,2,local_val,last_round_local_fit,506,0.9939148073022313,0.9939380339218934,0.9930898321816387,0.9927159209157128,0.9947862356621481,0.99375,0.006910167818361303,0.005213764337851929,0.9989037198381417,0.9953198102156373
SisFall::SA19,SisFall,SA19,1,local_val,last_round_local_fit,1057,0.9798957557706627,0.9814796402585078,0.9698558322411533,0.9616026711185309,0.993103448275862,0.9770992366412213,0.03014416775884666,0.006896551724137931,0.9966004328547826,0.9951387665877663
SisFall::SA09,SisFall,SA09,1,local_val,last_round_local_fit,1215,0.9744252131232239,0.9743881728411724,0.9750489236790607,0.9721311475409836,0.9737274220032841,0.9729286300246104,0.024951076320939333,0.026272577996715927,0.9955218900660563,0.9950615364299228
KFall::SA26,KFall,SA26,2,local_val,last_round_local_fit,495,0.9800613496932515,0.9803218072533262,0.9776119402985075,0.973124300111982,0.9830316742081447,0.9780528981429375,0.022388059701492536,0.016968325791855202,0.997044261160262,0.993239534464619
SisFall::SA14,SisFall,SA14,1,local_val,last_round_local_fit,899,0.9741997133301481,0.9730010835685524,0.978689818468824,0.9673123486682809,0.9673123486682809,0.9673123486682809,0.021310181531176007,0.03268765133171913,0.9942286119429511,0.9923009933088476
SisFall::SA04,SisFall,SA04,1,local_val,last_round_local_fit,887,0.9707073112645868,0.9680716416003127,0.9823151125401929,0.9737470167064439,0.9538281706604325,0.9636846767050488,0.017684887459807074,0.046171829339567504,0.9942989940257949,0.9919437677252891
KFall::SA28,KFall,SA28,2,local_val,last_round_local_fit,465,0.9686486486486486,0.9709494404989399,0.9530651340996169,0.942080378250591,0.988833746898263,0.9648910411622276,0.04693486590038314,0.011166253101736972,0.9948304383788255,0.9899796690314722
SisFall::SA13,SisFall,SA13,1,local_val,last_round_local_fit,899,0.9792213995700979,0.9809405157015229,0.9727703235990529,0.9595070422535211,0.9891107078039928,0.9740840035746202,0.02722967640094712,0.010889292196007259,0.9954128987929913,0.9898909061508859
