client_id,dataset,client,cluster_id,evaluation_split,model_source,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
KFall::SA36,KFall,SA36,1,local_val,last_round_local_fit,458,0.9932639314145744,0.9930341697843111,0.9976662777129521,0.9973992197659298,0.9884020618556701,0.9928802588996763,0.999792491188394,0.9997714782710379,0.002333722287047841,0.011597938144329897
KFall::SA18,KFall,SA18,1,local_val,last_round_local_fit,532,0.9867279224093926,0.9870246507875495,0.9844179651695693,0.980593607305936,0.9896313364055299,0.9850917431192661,0.9992724300624718,0.9990898273160811,0.015582034830430797,0.010368663594470046
KFall::SA20,KFall,SA20,1,local_val,last_round_local_fit,439,0.9872537659327926,0.9872482184714788,0.9875141884222475,0.98698224852071,0.98698224852071,0.98698224852071,0.9980589566724204,0.9975669450131994,0.012485811577752554,0.01301775147928994
KFall::SA19,KFall,SA19,1,local_val,last_round_local_fit,519,0.9836651352730985,0.9843392862827491,0.9792792792792793,0.9733487833140209,0.9893992932862191,0.9813084112149533,0.9982374600749159,0.9975363401926806,0.02072072072072072,0.01060070671378092
KFall::SA37,KFall,SA37,1,local_val,last_round_local_fit,433,0.9786808794137242,0.9785429780575412,0.9750346740638003,0.9770408163265306,0.982051282051282,0.979539641943734,0.9969860236850527,0.9972060418657106,0.024965325936199722,0.017948717948717947
SisFall::SA20,SisFall,SA20,0,local_val,last_round_local_fit,872,0.9775751601774273,0.978436374996281,0.9723899913718723,0.963984243106359,0.9844827586206897,0.9741256752914416,0.997740818977914,0.9970283256261712,0.027610008628127698,0.015517241379310345
KFall::SA38,KFall,SA38,1,local_val,last_round_local_fit,477,0.9732824427480916,0.9740071942446042,0.966,0.9601406799531067,0.9820143884892086,0.970954356846473,0.9972505995203836,0.9967012193634058,0.034,0.017985611510791366
SisFall::SA18,SisFall,SA18,0,local_val,last_round_local_fit,907,0.9653027039961714,0.9684629087670187,0.949569495694957,0.933188484519283,0.9873563218390805,0.9595085171739738,0.9970142747404486,0.9961669137662147,0.05043050430504305,0.01264367816091954
KFall::SA22,KFall,SA22,1,local_val,last_round_local_fit,402,0.9832069339111592,0.9825668261654945,0.9868173258003766,0.9820742637644047,0.9783163265306123,0.9801916932907349,0.9977060033052769,0.9960192227167646,0.013182674199623353,0.021683673469387755
KFall::SA30,KFall,SA30,1,local_val,last_round_local_fit,384,0.9754738015607581,0.9749355930491008,0.9792079207920792,0.9731457800511509,0.9706632653061225,0.9719029374201787,0.9967240856738735,0.9958647317222683,0.020792079207920793,0.029336734693877552
KFall::SA33,KFall,SA33,1,local_val,last_round_local_fit,422,0.9748978400467017,0.9741287926213431,0.9795501022494888,0.9726775956284153,0.9687074829931973,0.9706884798909339,0.9968073118818079,0.9958556595648013,0.02044989775051125,0.031292517006802724
KFall::SA25,KFall,SA25,1,local_val,last_round_local_fit,495,0.9761146496815286,0.9761874591999167,0.975024975024975,0.9718468468468469,0.9773499433748585,0.9745906267645398,0.9962200879528174,0.9958321900218737,0.024975024975024976,0.022650056625141562
KFall::SA24,KFall,SA24,1,local_val,last_round_local_fit,456,0.9655172413793104,0.965798825710754,0.9625,0.9560975609756097,0.969097651421508,0.9625537139349294,0.9964835702513392,0.9958212195238532,0.0375,0.030902348578491966
KFall::SA10,KFall,SA10,1,local_val,last_round_local_fit,498,0.9739837398373984,0.9726666666666667,0.9786666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9964493827160494,0.994801932692658,0.021333333333333333,0.03333333333333333
SisFall::SA17,SisFall,SA17,0,local_val,last_round_local_fit,1057,0.9658205579291279,0.9666833510444421,0.9598034836980796,0.9495515695067265,0.9735632183908046,0.9614074914869466,0.9956576981719055,0.9947859242645187,0.0401965163019205,0.026436781609195402
KFall::SA23,KFall,SA23,1,local_val,last_round_local_fit,408,0.9754566210045662,0.9758578358578358,0.9723076923076923,0.9657360406091371,0.9794079794079794,0.9725239616613418,0.9954869154869155,0.9945588778251706,0.027692307692307693,0.02059202059202059
SisFall::SA22,SisFall,SA22,0,local_val,last_round_local_fit,1011,0.9560628375061365,0.960684388636566,0.9318950930626058,0.9131138694009714,0.9894736842105263,0.9497614369912994,0.9955962240626948,0.9939214444025015,0.06810490693739425,0.010526315789473684
KFall::SA12,KFall,SA12,1,local_val,last_round_local_fit,344,0.9654088050314465,0.9626250402442319,0.9813800657174151,0.9740853658536586,0.9438700147710487,0.9587396849212303,0.9953308601668658,0.9938702807452557,0.018619934282584884,0.056129985228951254
SisFall::SA21,SisFall,SA21,0,local_val,last_round_local_fit,881,0.9464922711058263,0.9513184584178499,0.9233265720081136,0.9001584786053882,0.9793103448275862,0.9380677126341866,0.9950756568977175,0.9938092826727992,0.07667342799188641,0.020689655172413793
SisFall::SA09,SisFall,SA09,0,local_val,last_round_local_fit,881,0.9495838287752676,0.955392156862745,0.9217038539553752,0.8991640543364682,0.9890804597701149,0.9419813902572524,0.9954664148655895,0.9934372668277353,0.07829614604462475,0.010919540229885057
SisFall::SA19,SisFall,SA19,0,local_val,last_round_local_fit,959,0.9583232372183184,0.9628031868020746,0.9342270632593214,0.9165781083953242,0.9913793103448276,0.9525124240750966,0.9950878561557093,0.9927738482261173,0.06577293674067868,0.008620689655172414
SisFall::SA23,SisFall,SA23,0,local_val,last_round_local_fit,875,0.9415815720731417,0.9477619610463024,0.9090909090909091,0.8871377732587697,0.9864330130016958,0.934154175588865,0.9937616582613757,0.99153146757859,0.09090909090909091,0.013566986998304126
KFall::SA09,KFall,SA09,1,local_val,last_round_local_fit,498,0.9635936582501468,0.962949062499113,0.9668008048289738,0.9537166900420757,0.9590973201692524,0.9563994374120957,0.994202166454297,0.9914894629185331,0.03319919517102616,0.04090267983074753
KFall::SA27,KFall,SA27,1,local_val,last_round_local_fit,466,0.9664570230607966,0.9667335473515248,0.9644194756554307,0.9553990610328639,0.969047619047619,0.9621749408983451,0.9934155965757089,0.9910844015434345,0.035580524344569285,0.030952380952380953
KFall::SA28,KFall,SA28,1,local_val,last_round_local_fit,454,0.9618484685652875,0.9624585576188791,0.9555774925962488,0.9480968858131488,0.9693396226415094,0.958600583090379,0.9936742163199166,0.9910433374649603,0.044422507403751234,0.030660377358490566
SisFall::SA10,SisFall,SA10,0,local_val,last_round_local_fit,899,0.9641748268449964,0.9655649888676732,0.9589581689029203,0.9392168322618352,0.9721718088324259,0.955410225921522,0.9930197946762506,0.9899022237987369,0.04104183109707971,0.027828191167574106
SisFall::SA05,SisFall,SA05,0,local_val,last_round_local_fit,1037,0.9617189429488763,0.9638739970172372,0.9499572284003421,0.9346368715083799,0.9777907656341321,0.9557269351613824,0.9928180709633584,0.9893948717635032,0.05004277159965783,0.022209234365867914
SisFall::SA08,SisFall,SA08,0,local_val,last_round_local_fit,1119,0.9279052180489035,0.9384427944295242,0.8883798417326114,0.8524229074889867,0.9885057471264368,0.9154346540508574,0.9928547226224917,0.9888390438781828,0.1116201582673886,0.011494252873563218
KFall::SA13,KFall,SA13,1,local_val,last_round_local_fit,441,0.9624174707973591,0.9643952751843583,0.951627088830255,0.9366359447004609,0.9771634615384616,0.9564705882352941,0.9933550673161491,0.986498485950591,0.048372911169744945,0.02283653846153846
SisFall::SA14,SisFall,SA14,0,local_val,last_round_local_fit,1083,0.9400299850074962,0.944509735711398,0.9102960671674768,0.8934383202099737,0.9787234042553191,0.9341383095499451,0.990193011714058,0.984927626860283,0.0897039328325232,0.02127659574468085
SisFall::SA04,SisFall,SA04,0,local_val,last_round_local_fit,1023,0.9517597834112724,0.9500249765922891,0.9593360995850623,0.940713853599516,0.940713853599516,0.940713853599516,0.9895801171264117,0.9849275046044733,0.04066390041493776,0.05928614640048397
KFall::SA15,KFall,SA15,1,local_val,last_round_local_fit,401,0.9686170212765958,0.9701158004042352,0.9603321033210332,0.9477521263669502,0.9798994974874372,0.9635577516985794,0.9939712399636559,0.9848506383814426,0.03966789667896679,0.020100502512562814
SisFall::SA06,SisFall,SA06,0,local_val,last_round_local_fit,881,0.9495838287752676,0.9536173089925626,0.9302231237322515,0.9081196581196581,0.9770114942528736,0.9413067552602437,0.989490102818773,0.984446916907295,0.06977687626774848,0.022988505747126436
KFall::SA14,KFall,SA14,1,local_val,last_round_local_fit,475,0.9455337690631809,0.9499598397532238,0.926873857404022,0.9002493765586035,0.9730458221024259,0.9352331606217616,0.989467174541853,0.9834159256804215,0.07312614259597806,0.026954177897574125
