cluster_id,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
0.8405797101449275,603.0869565217391,0.9274215663839769,0.9290444558935308,0.9216971760315467,0.7148326061339919,0.8039001235168066,0.7484383021856473,0.9695729030118174,0.9072327985663242,0.07830282396845333,0.05117234025130923
