accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
0.8950080810747101,0.8877080525747959,0.915839351705819,0.7414893103280482,0.7342243404512837,0.7245589459279906,0.8358930502148433,0.7923710722600704,0.08416064829418082,0.1404232465562269
