accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
0.9363046834189851,0.9256493304500815,0.9609104061295054,0.7946679569921126,0.7650358417781689,0.7743132189322444,0.848535963001552,0.8110633048674096,0.0390895938704946,0.10961174522934138
