cluster_id,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
0.855072463768116,612.1304347826087,0.9545587383398936,0.9532918464071302,0.9523883515521812,0.7435736036532415,0.809267805030195,0.7674016689473183,0.9763116037772763,0.9132568047425903,0.04761164844781871,0.045804658737920875
