cluster_id,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
0.8405797101449275,626.9420289855072,0.956713033957612,0.9500298002128561,0.9571604746945944,0.7530231614331616,0.7979715894992334,0.7694851720044646,0.9759585823651356,0.9161459109696468,0.04283952530540565,0.05710087426888244
