cluster_id,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
0.855072463768116,612.1304347826087,0.9551012727513439,0.9509474524767421,0.9535302817552498,0.743918434229645,0.8034370869663504,0.765611461331026,0.04646971824475029,0.051635376801765526,0.9757608158150246,0.9091795248752733
