cluster_id,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
0.8405797101449275,607.6231884057971,0.9374061405972898,0.9290954635914199,0.9367255948413641,0.7221162211017005,0.7838135010678579,0.7472226779944182,0.06327440515863578,0.07125896270025807,0.9687156936860986,0.8992343217801829
