client_id,dataset,client,cluster_id,evaluation_split,model_source,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
KFall::SA19,KFall,SA19,1,local_val,last_round_local_fit,491,0.9854051333668847,0.9853963275015907,0.9838056680161943,0.9840319361277445,0.986986986986987,0.9855072463768116,0.016194331983805668,0.013013013013013013,0.9989949463633674,0.998989487798499
KFall::SA18,KFall,SA18,1,local_val,last_round_local_fit,492,0.9809904952476238,0.9819206046478774,0.9715335169880625,0.9668094218415417,0.9923076923076923,0.9793926247288504,0.028466483011937556,0.007692307692307693,0.9976447794629613,0.99683818689892
KFall::SA23,KFall,SA23,1,local_val,last_round_local_fit,484,0.9809069212410502,0.9796908706642182,0.9875904860392968,0.9828815977175464,0.9717912552891397,0.9773049645390071,0.012409513960703205,0.028208744710860368,0.9974839666687572,0.9966335788695604
SisFall::SA21,SisFall,SA21,0,local_val,last_round_local_fit,1057,0.9672375279225615,0.9699258824061101,0.9501965923984272,0.9379084967320261,0.9896551724137931,0.9630872483221476,0.04980340760157274,0.010344827586206896,0.9971033378024836,0.9961869989990152
SisFall::SA18,SisFall,SA18,0,local_val,last_round_local_fit,899,0.9756388822545976,0.978401423639113,0.9652722967640095,0.9490445859872612,0.9915305505142166,0.9698224852071006,0.03472770323599053,0.008469449485783424,0.9971993710700833,0.9957970262883779
KFall::SA24,KFall,SA24,1,local_val,last_round_local_fit,522,0.9776864357017029,0.9776922369235401,0.9776357827476039,0.97265625,0.9777486910994765,0.9751958224543081,0.022364217252396165,0.02225130890052356,0.9968218389843266,0.9957526411232
KFall::SA38,KFall,SA38,1,local_val,last_round_local_fit,441,0.9759358288770054,0.9752718243022087,0.9816069699903195,0.9771084337349397,0.9689366786140979,0.973005398920216,0.018393030009680542,0.03106332138590203,0.996340593161628,0.9956435340107523
KFall::SA37,KFall,SA37,1,local_val,last_round_local_fit,381,0.974243399871217,0.9737519201228879,0.9797619047619047,0.9759547383309759,0.967741935483871,0.971830985915493,0.02023809523809524,0.03225806451612903,0.9962181927469445,0.9956170950863039
SisFall::SA23,SisFall,SA23,0,local_val,last_round_local_fit,959,0.960503998061546,0.9643768448829628,0.9396732299958106,0.9227882037533512,0.9890804597701149,0.9547850208044383,0.06032677000418936,0.010919540229885057,0.9963855943833698,0.99502733751495
SisFall::SA17,SisFall,SA17,0,local_val,last_round_local_fit,899,0.9680928208846991,0.9696858442123968,0.961755233494364,0.9444769140853302,0.9776164549304295,0.9607609988109393,0.038244766505636074,0.02238354506957048,0.9965265905059167,0.9948877842724357
SisFall::SA20,SisFall,SA20,0,local_val,last_round_local_fit,1036,0.9696969696969697,0.9703882706824376,0.961354961832061,0.9560260586319218,0.9794215795328143,0.9675824175824176,0.03864503816793893,0.020578420467185762,0.9955171776953189,0.9946522282383407
SisFall::SA13,SisFall,SA13,0,local_val,last_round_local_fit,1119,0.9730274766826317,0.9723877822299456,0.9754269054560599,0.9625871908687381,0.9693486590038314,0.965956092904868,0.024573094543940025,0.03065134099616858,0.9963364030419424,0.9941522647809161
KFall::SA30,KFall,SA30,1,local_val,last_round_local_fit,401,0.975801913337085,0.9752641634499162,0.9786407766990292,0.9705882352941176,0.9718875502008032,0.9712374581939799,0.021359223300970873,0.028112449799196786,0.9959917339259953,0.9938655929455212
KFall::SA33,KFall,SA33,1,local_val,last_round_local_fit,385,0.9765714285714285,0.9757183833046235,0.9812067260138477,0.9741847826086957,0.9702300405953992,0.9722033898305085,0.018793273986152326,0.029769959404600813,0.9959110140283672,0.9936558087152202
KFall::SA20,KFall,SA20,1,local_val,last_round_local_fit,421,0.981651376146789,0.982513836314233,0.975485188968335,0.969270166453265,0.9895424836601308,0.9793014230271668,0.024514811031664963,0.01045751633986928,0.9958754765099774,0.9935464531012111
KFall::SA12,KFall,SA12,1,local_val,last_round_local_fit,332,0.9662921348314607,0.9640926856060305,0.9792802617230099,0.9715994020926756,0.948905109489051,0.9601181683899557,0.020719738276990186,0.051094890510948905,0.9944009742973358,0.9927997848480211
KFall::SA22,KFall,SA22,1,local_val,last_round_local_fit,409,0.9815116911364872,0.9808198534326653,0.9850467289719627,0.9791395045632334,0.976592977893368,0.9778645833333334,0.014953271028037384,0.02340702210663199,0.9960234799411787,0.9927918945567132
KFall::SA36,KFall,SA36,1,local_val,last_round_local_fit,452,0.9823062843197071,0.9823424724857402,0.9795180722891567,0.9791154791154791,0.9851668726823238,0.982131854590265,0.020481927710843374,0.014833127317676144,0.9949141435953952,0.9925994658970279
SisFall::SA06,SisFall,SA06,0,local_val,last_round_local_fit,887,0.9604667778042391,0.9611641431178247,0.957395498392283,0.9396698918611269,0.9649327878433664,0.9521337946943483,0.04260450160771704,0.03506721215663355,0.9940192174336288,0.9921907483419842
SisFall::SA08,SisFall,SA08,0,local_val,last_round_local_fit,1023,0.9574206251538272,0.9614475629623493,0.9398340248962656,0.9180790960451978,0.9830611010284331,0.9494595384165936,0.06016597510373444,0.01693889897156685,0.9944976190655492,0.9919837539745491
SisFall::SA09,SisFall,SA09,0,local_val,last_round_local_fit,1037,0.9698691034823413,0.971636629887924,0.9602224123182207,0.9476056338028169,0.9830508474576272,0.9650028686173264,0.039777587681779296,0.01694915254237288,0.9952687511342847,0.9917403640560328
SisFall::SA22,SisFall,SA22,0,local_val,last_round_local_fit,907,0.9607467687888942,0.9643166759442178,0.9430094300943009,0.9249865083648138,0.9856239217941346,0.9543429844097996,0.056990569905699055,0.01437607820586544,0.9940548226643853,0.9913994883291266
SisFall::SA10,SisFall,SA10,0,local_val,last_round_local_fit,881,0.9645659928656362,0.9639452332657201,0.9675456389452333,0.9543118218161051,0.9603448275862069,0.9573188198224004,0.032454361054766734,0.039655172413793106,0.9937306194772797,0.9912533006328418
SisFall::SA05,SisFall,SA05,0,local_val,last_round_local_fit,1397,0.9568988885876931,0.9576031656302997,0.9296668429402433,0.9301837270341208,0.985539488320356,0.9570618417499325,0.07033315705975675,0.014460511679644048,0.9926606270907977,0.991238095306568
KFall::SA14,KFall,SA14,1,local_val,last_round_local_fit,430,0.9643806485911749,0.9648219666172462,0.9629310344827586,0.9418918918918919,0.9667128987517337,0.9541409993155373,0.03706896551724138,0.033287101248266296,0.9949208474819456,0.9910612463304577
SisFall::SA19,SisFall,SA19,0,local_val,last_round_local_fit,879,0.9657713334917993,0.969610650540003,0.9527680991095625,0.9292343387470998,0.9864532019704434,0.956989247311828,0.047231900890437474,0.013546798029556651,0.994628577531377,0.9888403299079704
KFall::SA10,KFall,SA10,1,local_val,last_round_local_fit,422,0.9614783966684018,0.9628496954977745,0.9570345408593092,0.9330708661417323,0.9686648501362398,0.9505347593582888,0.04296545914069082,0.031335149863760216,0.9929504234107462,0.9880911694589161
KFall::SA13,KFall,SA13,1,local_val,last_round_local_fit,466,0.9598765432098766,0.9615400928545095,0.9513704686118479,0.9349112426035503,0.971709717097171,0.9529553679131484,0.04862953138815208,0.028290282902829027,0.9921087805042507,0.9872348685093797
SisFall::SA04,SisFall,SA04,0,local_val,last_round_local_fit,1207,0.9468935292601186,0.9453071851171189,0.9607293127629734,0.9506462984723855,0.9298850574712644,0.9401510749564207,0.03927068723702665,0.07011494252873564,0.9889897793038965,0.9857536400448025
SisFall::SA07,SisFall,SA07,0,local_val,last_round_local_fit,887,0.9564181948082877,0.958660365781467,0.9465434083601286,0.9258639910813824,0.9707773232028054,0.9477888730385164,0.05345659163987138,0.029222676797194622,0.9907678422764746,0.9853427655358732
KFall::SA25,KFall,SA25,1,local_val,last_round_local_fit,515,0.9474248927038627,0.9470071783289442,0.9529058116232465,0.9454756380510441,0.941108545034642,0.9432870370370371,0.047094188376753505,0.05889145496535797,0.984941013667057,0.98269698191412
KFall::SA28,KFall,SA28,1,local_val,last_round_local_fit,419,0.9593881856540084,0.9601277677436617,0.9434343434343434,0.9404888416578109,0.9768211920529801,0.9583107742284787,0.05656565656565657,0.023178807947019868,0.9899368965594131,0.9811740661174867
KFall::SA15,KFall,SA15,1,local_val,last_round_local_fit,470,0.9630038652678078,0.964013416837884,0.9556650246305419,0.945054945054945,0.9723618090452262,0.958513931888545,0.04433497536945813,0.02763819095477387,0.9917716662128376,0.9795798829383966
KFall::SA27,KFall,SA27,1,local_val,last_round_local_fit,419,0.9524296675191816,0.9535571353343866,0.9393364928909953,0.9315508021390374,0.9677777777777777,0.9493188010899183,0.06066350710900474,0.03222222222222222,0.9860621379673513,0.9786982513420602
SisFall::SA01,SisFall,SA01,0,local_val,last_round_local_fit,867,0.9431144821047641,0.9417802023512186,0.9483642096964919,0.9231220657276995,0.9351961950059453,0.9291199054932073,0.05163579030350808,0.06480380499405469,0.9865156211260033,0.9772429965356965
SisFall::SA03,SisFall,SA03,0,local_val,last_round_local_fit,849,0.9221147037998584,0.9136114681719107,0.9651539708265803,0.946617008069522,0.8620689655172413,0.9023668639053254,0.03484602917341977,0.13793103448275862,0.9807510126223921,0.9757223260896288
KFall::SA09,KFall,SA09,1,local_val,last_round_local_fit,430,0.9570863918690006,0.9566004780290495,0.9594594594594594,0.9434724091520862,0.9537414965986395,0.9485791610284168,0.04054054054054054,0.04625850340136054,0.9865337640847845,0.971637836012781
SisFall::SA11,SisFall,SA11,0,local_val,last_round_local_fit,1215,0.9137173856884526,0.9146075608640559,0.8987279843444227,0.8914525432616676,0.9304871373836892,0.9105516871987145,0.1012720156555773,0.06951286261631089,0.9685238920005099,0.9701473032557572
SisFall::SA14,SisFall,SA14,0,local_val,last_round_local_fit,880,0.9255648038049941,0.9315246788370521,0.8969574036511156,0.868733850129199,0.9660919540229885,0.9148299319727892,0.10304259634888438,0.0339080459770115,0.9771399594320486,0.963983754660884
KFall::SA29,KFall,SA29,1,local_val,last_round_local_fit,487,0.9646064447966192,0.9651220604703248,0.956,0.9518599562363238,0.9742441209406495,0.9629219701162147,0.044,0.025755879059350503,0.9835968645016797,0.9596981506691042
KFall::SA06,KFall,SA06,1,local_val,last_round_local_fit,421,0.9357224118316269,0.9237182995803686,0.9548440065681445,0.8975791433891993,0.8925925925925926,0.8950789229340761,0.0451559934318555,0.10740740740740741,0.9798546493948794,0.9553173067248376
KFall::SA26,KFall,SA26,1,local_val,last_round_local_fit,459,0.947289156626506,0.9506113309382295,0.9299307958477508,0.9092945128779395,0.9712918660287081,0.9392712550607287,0.07006920415224914,0.028708133971291867,0.978693440505952,0.9519079248729282
SisFall::SA02,SisFall,SA02,0,local_val,last_round_local_fit,1285,0.8505656406208892,0.8556237347119744,0.7957302280446386,0.7909632571996028,0.9155172413793103,0.8486947256259989,0.20426977195536147,0.08448275862068966,0.9509913165687899,0.9466433501439864
KFall::SA07,KFall,SA07,1,local_val,last_round_local_fit,498,0.9012479652740097,0.9122181169575743,0.8723404255319149,0.8091603053435115,0.9520958083832335,0.874828060522696,0.1276595744680851,0.04790419161676647,0.965552299656007,0.9304001300539825
KFall::SA08,KFall,SA08,1,local_val,last_round_local_fit,438,0.9562433297758804,0.9615220060382829,0.9400171379605827,0.9084967320261438,0.983026874115983,0.9442934782608695,0.05998286203941731,0.016973125884016973,0.9745730357097406,0.9222481880537271
KFall::SA35,KFall,SA35,1,local_val,last_round_local_fit,418,0.9528150134048258,0.9565251368758938,0.925215723873442,0.9123595505617977,0.9878345498783455,0.9485981308411215,0.07478427612655801,0.012165450121654502,0.9673072481821808,0.9205053977202261
UpFall::S01,UpFall,S01,0,local_val,last_round_local_fit,472,0.8950238582140423,0.9073131305954242,0.8895161290322581,0.6051873198847262,0.9251101321585903,0.7317073170731707,0.11048387096774194,0.07488986784140969,0.9621642745488134,0.8211075640841347
UpFall::S08,UpFall,S08,2,local_val,last_round_local_fit,350,0.850481125092524,0.8498966675277706,0.8508137432188065,0.5576407506702413,0.8489795918367347,0.6731391585760518,0.1491862567811935,0.1510204081632653,0.9337491235192088,0.8182030981662691
UpFall::S04,UpFall,S04,0,local_val,last_round_local_fit,470,0.8741496598639455,0.8804081632653061,0.8710204081632653,0.5797872340425532,0.889795918367347,0.7020933977455717,0.12897959183673469,0.11020408163265306,0.9501241149521034,0.8074905621674231
UpFall::S09,UpFall,S09,2,local_val,last_round_local_fit,511,0.8978306508047585,0.8196068584546954,0.9433962264150944,0.7349397590361446,0.6958174904942965,0.71484375,0.05660377358490566,0.3041825095057034,0.9465071838986754,0.779264492291149
UpFall::S03,UpFall,S03,0,local_val,last_round_local_fit,332,0.7874456183965196,0.7833254081470915,0.7888730385164051,0.3522975929978118,0.7777777777777778,0.48493975903614456,0.21112696148359486,0.2222222222222222,0.9047961159695949,0.7676614952085886
UpFall::S13,UpFall,S13,0,local_val,last_round_local_fit,270,0.9005392450569203,0.8154917837580377,0.9251012145748988,0.5432098765432098,0.7058823529411765,0.6139534883720931,0.07489878542510121,0.29411764705882354,0.9328664111945846,0.6332652363599722
