accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
0.9372007798738059,0.9293057435404227,0.9423685960977272,0.7740090795647313,0.7908904779906288,0.7769805181880269,0.057631403902273,0.08375710901688146,0.8450882967655107,0.8057278861299069
