accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
0.9369374295491021,0.9273989164140188,0.9575565566247587,0.7899781561205174,0.7718888632107888,0.7766765983462052,0.04244344337524135,0.1027587237967214,0.8475421055601969,0.8093287272790501
