client_id,dataset,client,accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate,tn,fp,fn,tp
SisFall::SA16,SisFall,SA16,0.9864285714285714,0.9861047254150702,0.977037037037037,0.9789687924016283,0.9951724137931034,0.9870041039671683,0.999522349936143,0.9995655488859526,0.022962962962962963,0.004827586206896552,1319,31,7,1443
KFall::SA17,KFall,SA17,0.9781911481719051,0.97819353607036,0.9769526248399488,0.9769230769230769,0.9794344473007712,0.9781771501925546,0.9972581457428845,0.997170165337762,0.023047375160051217,0.02056555269922879,763,18,16,762
SisFall::SA12,SisFall,SA12,0.9314304461942258,0.9310489725848163,0.9366933005531654,0.9273624823695346,0.9254046446164673,0.926382529059528,0.9764187810639166,0.9790734627343294,0.06330669944683466,0.07459535538353272,1524,103,106,1315
KFall::SA31,KFall,SA31,0.9542042042042042,0.9586364659116478,0.9359296482412061,0.9116117850953206,0.9813432835820896,0.945193171608266,0.9911614977874448,0.9771440450706911,0.06407035175879397,0.018656716417910446,745,51,10,526
KFall::SA21,KFall,SA21,0.8494475138121547,0.8775867561332422,0.7624861265260822,0.7173051519154557,0.9926873857404022,0.8328220858895705,0.9430320160211992,0.8886324772285692,0.23751387347391786,0.007312614259597806,687,214,4,543
UpFall::S02,UpFall,S02,0.8360790774299836,0.8893516413000816,0.8184383819379115,0.4289940828402367,0.9602649006622517,0.5930470347648262,0.9411138038663536,0.5765692672020399,0.18156161806208843,0.039735099337748346,870,193,6,145
UpFall::S07,UpFall,S07,0.8598901098901099,0.8274741371418108,0.8670694864048338,0.37142857142857144,0.7878787878787878,0.5048543689320388,0.8820665110317679,0.46844215230085895,0.13293051359516617,0.21212121212121213,1148,176,28,104
SisFall::SE03,SisFall,SE03,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,1453,0,0,0
SisFall::SE08,SisFall,SE08,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,1639,0,0,0
