cluster_id,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
0.8405797101449275,607.6231884057971,0.9572326863909363,0.949763865567149,0.9573523858026981,0.7510953621203182,0.7972478090997159,0.770111777356096,0.042647614197301974,0.057824654668400026,0.9770929236568874,0.9267322447349897
