cluster_id,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
0.8405797101449275,607.6231884057971,0.9566756720557372,0.9464803292683891,0.9572685843675385,0.752133896933918,0.7907645379373556,0.7667578414614374,0.04273141563246154,0.0643079258307603,0.9745265434833319,0.9195219274928755
