accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
0.9394267222115564,0.9314106640878307,0.9552677864596394,0.7866979096812758,0.7822011287235323,0.7806670908325034,0.8478599831653841,0.8111336127582122,0.044732213540360666,0.09244645828397802
