cluster_id,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
0.8405797101449275,600.927536231884,0.9542507871150328,0.9500148465420569,0.9517022903191561,0.7405388179612725,0.8033998665330738,0.7657575231876435,0.04829770968084391,0.05167259723504212,0.9759515881692306,0.9126097377154895
