accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
0.8768456189140921,0.8708460240082181,0.9047110001995033,0.7195064318227773,0.7160813289790702,0.7029874570383424,0.822624779078697,0.766205466635677,0.09528899980049667,0.16301895218306658
