accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
0.879240215362553,0.8646739751510433,0.915765777726996,0.7107777352895749,0.6812912634841817,0.6871569534011711,0.08423422227300421,0.18641782742490948,0.8064721356972889,0.7540413791997933
