cluster_id,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
0.855072463768116,612.1304347826087,0.9525558782049581,0.9521128256857965,0.9503379443403903,0.7400715147746746,0.8089601707993187,0.7643697337934208,0.975111046094495,0.9099116483968939,0.04966205565960964,0.04611229296879726
