cluster_id,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
0.8405797101449275,626.9420289855072,0.9332434693142467,0.9273539998539895,0.9320099381451158,0.7217424156791452,0.78734843392577,0.7464235361018603,0.967484130469722,0.8944885788983318,0.06799006185488415,0.06772402984234585
