cluster_id,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
0.855072463768116,611.7246376811594,0.9415243342553337,0.9353205617575548,0.9406589004081051,0.738198555160385,0.7950531963115501,0.7615394454613914,0.059341099591894896,0.0600192674565658,0.9737374121739312,0.9199150413598205
