model,generator,mixture,runs,dev_accuracy_mean,dev_accuracy_std,dev_balanced_accuracy_mean,dev_balanced_accuracy_std,dev_f1_mean,dev_f1_std,dev_far_mean,dev_far_std,dev_fn_mean,dev_fn_std,dev_fp_mean,dev_fp_std,dev_miss_rate_mean,dev_miss_rate_std,dev_pr_auc_mean,dev_pr_auc_std,dev_precision_mean,dev_precision_std,dev_recall_mean,dev_recall_std,dev_roc_auc_mean,dev_roc_auc_std,dev_round_mean,dev_round_std,dev_specificity_mean,dev_specificity_std,dev_tn_mean,dev_tn_std,dev_tp_mean,dev_tp_std,local_accuracy_mean,local_accuracy_std,local_balanced_accuracy_mean,local_balanced_accuracy_std,local_cluster_id_mean,local_cluster_id_std,local_f1_mean,local_f1_std,local_far_mean,local_far_std,local_miss_rate_mean,local_miss_rate_std,local_pr_auc_mean,local_pr_auc_std,local_precision_mean,local_precision_std,local_recall_mean,local_recall_std,local_roc_auc_mean,local_roc_auc_std,local_specificity_mean,local_specificity_std,local_train_examples_mean,local_train_examples_std,test_accuracy_mean,test_accuracy_std,test_balanced_accuracy_mean,test_balanced_accuracy_std,test_f1_mean,test_f1_std,test_far_mean,test_far_std,test_fn_mean,test_fn_std,test_fp_mean,test_fp_std,test_miss_rate_mean,test_miss_rate_std,test_pr_auc_mean,test_pr_auc_std,test_precision_mean,test_precision_std,test_recall_mean,test_recall_std,test_roc_auc_mean,test_roc_auc_std,test_round_mean,test_round_std,test_specificity_mean,test_specificity_std,test_tn_mean,test_tn_std,test_tp_mean,test_tp_std
class_prototype,crnngan_lite,25_synthetic_75_original,1,0.6157646453770996,0.0,0.6166647093561134,0.0,0.4799704399127634,0.0,0.3855956677218947,0.0,2980.7679739122973,0.0,7007.430069509997,0.0,0.3810749135658779,0.0,0.513883211258719,0.0,0.4420092877417414,0.0,0.6189250864341219,0.0,0.6774225606591934,0.0,,0.0,0.6144043322781051,0.0,11165.569930490004,0.0,4841.232026087703,0.0,0.687047827438165,0.0,0.6987137230113241,0.0,,0.0,0.5821706840283527,0.0,0.3412272414125588,0.0,0.2578153562685852,0.0,0.6632037023066673,0.0,0.5738381508510529,0.0,0.6765706387541557,0.0,0.7254889140594085,0.0,0.6587727585874413,0.0,,0.0,0.620233247991999,0.0,0.6273592999660637,0.0,0.5017869947130824,0.0,0.3915159189374081,0.0,2839.6755170342403,0.0,6954.888784004119,0.0,0.3537654811304648,0.0,0.5613429128588896,0.0,0.4636506457959009,0.0,0.6462345188695351,0.0,0.6997589037800606,0.0,,0.0,0.6084840810625917,0.0,10809.11121599588,0.0,5187.32448296576,0.0
class_prototype,crnngan_lite,50_synthetic_50_original,1,0.6171286074575658,0.0,0.619678593598971,0.0,0.4857305013072453,0.0,0.3867253180758257,0.0,2924.782643748589,0.0,7027.959205391983,0.0,0.3739174947262324,0.0,0.5639126172183501,0.0,0.4389879320219824,0.0,0.6260825052737677,0.0,0.6979975951603439,0.0,,0.0,0.6132746819241743,0.0,11145.040794608018,0.0,4897.217356251411,0.0,0.7656311432078242,0.0,0.7731814763806327,0.0,,0.0,0.6905661028066838,0.0,0.2587781423318092,0.0,0.1920326953859961,0.0,0.7789620852483586,0.0,0.6718760289636541,0.0,0.7668717087117387,0.0,0.8234896187849746,0.0,0.7412218576681908,0.0,,0.0,0.6227092513533543,0.0,0.6357525777943863,0.0,0.5149303753630984,0.0,0.3987960955383299,0.0,2646.4918572027477,0.0,7084.213841142894,0.0,0.3296987488728974,0.0,0.6151715797869453,0.0,0.4504054021755262,0.0,0.6703012511271024,0.0,0.722060155210822,0.0,,0.0,0.6012039044616699,0.0,10679.786158857109,0.0,5380.508142797253,0.0
class_prototype,crnngan_lite,70_synthetic_30_original,1,0.640643542690074,0.0,0.6593332194989531,0.0,0.5375260269523322,0.0,0.3876031295153266,0.0,2297.559435089491,0.0,7043.911672682031,0.0,0.2937304314867669,0.0,0.6276162354042877,0.0,0.4495700847546327,0.0,0.706269568513233,0.0,0.7438325435765595,0.0,,0.0,0.6123968704846733,0.0,11129.088327317968,0.0,5524.440564910508,0.0,0.8236369483605345,0.0,0.8292130339297747,0.0,,0.0,0.7676837511809967,0.0,0.2035015923250077,0.0,0.1380723398154427,0.0,0.8530717541268841,0.0,0.7295251463142312,0.0,0.8383815102233595,0.0,0.8862673497954726,0.0,0.7964984076749925,0.0,,0.0,0.6473895725763253,0.0,0.6757741660223655,0.0,0.5652315314197165,0.0,0.3994098793270046,0.0,1999.058437319077,0.0,7095.117096364913,0.0,0.2490417886282643,0.0,0.6684276441606896,0.0,0.4681070364425593,0.0,0.7509582113717359,0.0,0.7640010731113824,0.0,,0.0,0.6005901206729949,0.0,10668.882903635087,0.0,6027.941562680923,0.0
class_prototype,crnngan_lite,90_synthetic_10_original,1,0.6671519803336532,0.0,0.6868504230488445,0.0,0.5704649895575751,0.0,0.3626192917981657,0.0,2062.503881378622,0.0,6589.880389848067,0.0,0.2636798621041449,0.0,0.6620490966911174,0.0,0.4703693421466411,0.0,0.736320137895855,0.0,0.7629585149636152,0.0,,0.0,0.6373807082018341,0.0,11583.119610151933,0.0,5759.496118621379,0.0,0.8907488456098823,0.0,0.8949066429110867,0.0,,0.0,0.853209486480447,0.0,0.1209509441504027,0.0,0.088651033901112,0.0,0.9304419627379388,0.0,0.815434807225855,0.0,0.9038338936903888,0.0,0.9507843901358976,0.0,0.8790490558495971,0.0,,0.0,0.6560785040365362,0.0,0.694564089124631,0.0,0.5892951519587039,0.0,0.4073750836192382,0.0,1633.4683169815476,0.0,7236.61098541215,0.0,0.2034967381314996,0.0,0.7175327514637707,0.0,0.4718067434175761,0.0,0.7965032618685004,0.0,0.7875356062408886,0.0,,0.0,0.5926249163807616,0.0,10527.38901458785,0.0,6393.531683018453,0.0
class_prototype,doppelganger_lite,25_synthetic_75_original,1,0.6285968908562528,0.0,0.6201167925420502,0.0,0.4815438465141032,0.0,0.3585866993256252,0.0,3138.027735347121,0.0,6516.596086844589,0.0,0.4011797155902736,0.0,0.4866381751599877,0.0,0.4629989965550035,0.0,0.5988202844097262,0.0,0.6723473767127462,0.0,,0.0,0.6414133006743746,0.0,11656.403913155413,0.0,4683.972264652879,0.0,0.7125219329820792,0.0,0.7200248294878244,0.0,,0.0,0.6083780443309509,0.0,0.3393111130576962,0.0,0.2120383297552015,0.0,0.67744573152433,0.0,0.5713483327113381,0.0,0.7223476652675395,0.0,0.7440677510001745,0.0,0.6606888869423037,0.0,,0.0,0.637088042280127,0.0,0.6312672292789997,0.0,0.5034134123450765,0.0,0.3533148198005861,0.0,3083.5778426156353,0.0,6276.284458937613,0.0,0.3841507216414147,0.0,0.5534368502314289,0.0,0.4870048502350985,0.0,0.6158492783585854,0.0,0.6902216405593975,0.0,,0.0,0.6466851801994139,0.0,11487.715541062387,0.0,4943.422157384364,0.0
class_prototype,doppelganger_lite,50_synthetic_50_original,1,0.6958939640513668,0.0,0.6289813266767934,0.0,0.4663151816634892,0.0,0.2029775170530842,0.0,4216.5259870790205,0.0,3688.710417405699,0.0,0.539059829593329,0.0,0.5631164852451249,0.0,0.603784183848078,0.0,0.4609401704066709,0.0,0.7006721202445628,0.0,,0.0,0.7970224829469158,0.0,14484.2895825943,0.0,3605.47401292098,0.0,0.8147212040830861,0.0,0.8188533179111149,0.0,,0.0,0.7335531119368845,0.0,0.2040528500117906,0.0,0.1580947486846606,0.0,0.8071052563193079,0.0,0.7102976499458344,0.0,0.8008096554130746,0.0,0.8420011631500016,0.0,0.7959471499882096,0.0,,0.0,0.7073297945254194,0.0,0.6533097111791494,0.0,0.5145739002740386,0.0,0.2036039203722883,0.0,3931.437227901577,0.0,3616.82004149333,0.0,0.4897766572694128,0.0,0.6042793151545963,0.0,0.6247146490226476,0.0,0.5102233427305871,0.0,0.718379634417712,0.0,,0.0,0.7963960796277118,0.0,14147.17995850667,0.0,4095.562772098423,0.0
class_prototype,doppelganger_lite,70_synthetic_30_original,1,0.7294417548230266,0.0,0.6448247876904322,0.0,0.4893768162637312,0.0,0.1426722598787114,0.0,4440.3786045995985,0.0,2592.782978775822,0.0,0.567678164740424,0.0,0.6005995830997525,0.0,0.6795301104377968,0.0,0.4323218352595758,0.0,0.7218358750589376,0.0,,0.0,0.8573277401212887,0.0,15580.217021224178,0.0,3381.6213954004015,0.0,0.8717660005373391,0.0,0.8780110245984089,0.0,,0.0,0.8235421647954256,0.0,0.1409871738011756,0.0,0.1014501717848565,0.0,0.8853294358407251,0.0,0.7987688471826108,0.0,0.8750036782539461,0.0,0.9062739114289586,0.0,0.8590128261988248,0.0,,0.0,0.726298851864008,0.0,0.6584791020440421,0.0,0.5209684353881016,0.0,0.1618824910948364,0.0,4183.345739766694,0.0,2875.6805718086744,0.0,0.5211593048170792,0.0,0.6297260259961325,0.0,0.6457285579454128,0.0,0.4788406951829206,0.0,0.7317600310261326,0.0,,0.0,0.8381175089051635,0.0,14888.319428191326,0.0,3843.6542602333056,0.0
class_prototype,doppelganger_lite,90_synthetic_10_original,1,0.7794077281315631,0.0,0.6828789700183219,0.0,0.5485292840593259,0.0,0.0747033826863724,0.0,4376.711533660566,0.0,1357.584573559447,0.0,0.5595386772769837,0.0,0.6477243772071928,0.0,0.7794311119447922,0.0,0.4404613227230164,0.0,0.7624216129624068,0.0,,0.0,0.9252966173136278,0.0,16815.41542644055,0.0,3445.2884663394343,0.0,0.9383557190270329,0.0,0.94012021828311,0.0,,0.0,0.9147578347051298,0.0,0.0655762419248421,0.0,0.0539265911929688,0.0,0.958525573551644,0.0,0.9006809725224851,0.0,0.938558336398532,0.0,0.9667552489296476,0.0,0.9344237580751578,0.0,,0.0,0.7767763727447539,0.0,0.6959753024196761,0.0,0.575814956965307,0.0,0.090001856381384,0.0,4158.367593781145,0.0,1598.7929767589064,0.0,0.5180475387792632,0.0,0.6788755913379722,0.0,0.7520963411636679,0.0,0.4819524612207368,0.0,0.7595490268695259,0.0,,0.0,0.9099981436186158,0.0,16165.207023241092,0.0,3868.632406218855,0.0
class_prototype,rcgan_lite,25_synthetic_75_original,1,0.6373428314269455,0.0,0.6248511347958581,0.0,0.4844036605926846,0.0,0.3437778233796691,0.0,3179.7987127778256,0.0,6247.474384278727,0.0,0.4065199070286146,0.0,0.5333659273666826,0.0,0.4916319055133793,0.0,0.5934800929713853,0.0,0.6878244258681637,0.0,,0.0,0.6562221766203306,0.0,11925.525615721272,0.0,4642.201287222175,0.0,0.6792380824688183,0.0,0.6815671262913081,0.0,,0.0,0.5513246465842156,0.0,0.3195476739480568,0.0,0.3171857665462669,0.0,0.6458993386215067,0.0,0.581402907232068,0.0,0.6172002284764742,0.0,0.7068738826598526,0.0,0.6804523260519434,0.0,,0.0,0.6485833946366388,0.0,0.6420799758479624,0.0,0.5155208335424878,0.0,0.340694012651704,0.0,3011.297228181584,0.0,6052.088440744873,0.0,0.3751460356523714,0.0,0.590104884746498,0.0,0.5190973088935239,0.0,0.6248539643476286,0.0,0.715944003791093,0.0,,0.0,0.659305987348296,0.0,11711.911559255128,0.0,5015.702771818416,0.0
class_prototype,rcgan_lite,50_synthetic_50_original,1,0.70557669502735,0.0,0.6888547282952341,0.0,0.5698088333722451,0.0,0.2691505344618568,0.0,2762.261149988713,0.0,4891.272662775324,0.0,0.3531400089476749,0.0,0.6268385834348525,0.0,0.5496996126359985,0.0,0.6468599910523253,0.0,0.7597444019827989,0.0,,0.0,0.7308494655381431,0.0,13281.727337224676,0.0,5059.7388500112875,0.0,0.7444011722977124,0.0,0.7373365850339281,0.0,,0.0,0.6417160242811002,0.0,0.253985794227918,0.0,0.2650206566042338,0.0,0.7367414756746917,0.0,0.6326705436661609,0.0,0.6938837474935013,0.0,0.7905470057737868,0.0,0.7460142057720821,0.0,,0.0,0.7121204395911417,0.0,0.7116469706664885,0.0,0.6013546682951014,0.0,0.2870989226234647,0.0,2324.6764810216387,0.0,5100.025261483225,0.0,0.2896071360435578,0.0,0.6906716176238265,0.0,0.5566911327888044,0.0,0.710392863956442,0.0,0.7881078191478391,0.0,,0.0,0.7129010773765353,0.0,12663.974738516774,0.0,5702.323518978361,0.0
class_prototype,rcgan_lite,70_synthetic_30_original,1,0.7403796280926576,0.0,0.736590806295058,0.0,0.6273016443882464,0.0,0.2538941301720849,0.0,2134.813540114066,0.0,4614.0180276173,0.0,0.2729242572377994,0.0,0.7114000105672118,0.0,0.5741055713038475,0.0,0.7270757427622009,0.0,0.8121231132952866,0.0,,0.0,0.746105869827915,0.0,13558.9819723827,0.0,5687.186459885934,0.0,0.7940928907751594,0.0,0.7903352629360462,0.0,,0.0,0.7156149558058187,0.0,0.2004650509295152,0.0,0.2172948081626086,0.0,0.811393821886625,0.0,0.7013102586608426,0.0,0.7591590418761934,0.0,0.858325074240711,0.0,0.7995349490704847,0.0,,0.0,0.7177421594888815,0.0,0.7370885571103785,0.0,0.628608084611965,0.0,0.314155454500593,0.0,1699.0544708737266,0.0,5580.6574937485375,0.0,0.2116674312786503,0.0,0.7529961511858179,0.0,0.5416747228659823,0.0,0.7883325687213497,0.0,0.8364171705948891,0.0,,0.0,0.6858445454994068,0.0,12183.342506251463,0.0,6327.945529126273,0.0
class_prototype,rcgan_lite,90_synthetic_10_original,1,0.7534972932196546,0.0,0.7790549273855163,0.0,0.6724656117556013,0.0,0.285129277052854,0.0,1226.1835108735609,0.0,5181.654351881521,0.0,0.1567608681761136,0.0,0.8066909403175586,0.0,0.5662775935287067,0.0,0.8432391318238864,0.0,0.8748900777513374,0.0,,0.0,0.7148707229471453,0.0,12991.34564811848,0.0,6595.81648912644,0.0,0.8501461860584411,0.0,0.8497009640849668,0.0,,0.0,0.7970445048032938,0.0,0.1485340785297763,0.0,0.1501046796556474,0.0,0.8944283925295623,0.0,0.7640610788726993,0.0,0.8423802479358535,0.0,0.9273199272907804,0.0,0.8514659214702238,0.0,,0.0,0.7355011811256962,0.0,0.78124502464593,0.0,0.6778699713719303,0.0,0.3399195505035344,0.0,783.3581424423691,0.0,6038.330895144787,0.0,0.0975904002046055,0.0,0.8204367508195688,0.0,0.5493064897393471,0.0,0.9024095997953944,0.0,0.8917733902693586,0.0,,0.0,0.6600804494964652,0.0,11725.669104855211,0.0,7243.641857557631,0.0
class_prototype,timegan,25_synthetic_75_original,1,0.5749051985668748,0.0,0.5842974508413167,0.0,0.4475299362911974,0.0,0.4392897965622312,0.0,3067.1258903286707,0.0,7983.213472925427,0.0,0.3921153017551356,0.0,0.4788699929941389,0.0,0.4036208493242712,0.0,0.6078846982448645,0.0,0.6508610868017516,0.0,,0.0,0.5607102034377688,0.0,10189.786527074571,0.0,4754.874109671329,0.0,0.7545381606359703,0.0,0.7554712617416744,0.0,,0.0,0.6580214370981925,0.0,0.2713456228219623,0.0,0.2099428862859331,0.0,0.7239136347342803,0.0,0.665239796832145,0.0,0.7244431087368078,0.0,0.7643721436104676,0.0,0.7286543771780378,0.0,,0.0,0.5713560726313593,0.0,0.5906585725731927,0.0,0.4676552584657957,0.0,0.460469164512134,0.0,2875.3812923710634,0.0,8179.774238393547,0.0,0.3582136903414804,0.0,0.5326628473921623,0.0,0.4228936915505622,0.0,0.6417863096585193,0.0,0.6677608084089339,0.0,,0.0,0.5395308354878661,0.0,9584.225761606453,0.0,5151.618707628937,0.0
class_prototype,timegan,50_synthetic_50_original,1,0.5580395525067806,0.0,0.5935738523436137,0.0,0.4690470061122583,0.0,0.4956652669935009,0.0,2481.0369355133457,0.0,9007.724897072892,0.0,0.317187028319272,0.0,0.4903668103592046,0.0,0.3852231204887402,0.0,0.682812971680728,0.0,0.6575156126470652,0.0,,0.0,0.5043347330064991,0.0,9165.275102927108,0.0,5340.963064486655,0.0,0.8392175497630814,0.0,0.8522672200454763,0.0,,0.0,0.7859645748918186,0.0,0.1772415632512415,0.0,0.1168505618383088,0.0,0.8225884393883856,0.0,0.7889554659989931,0.0,0.8420538422594264,0.0,0.8507344612606581,0.0,0.8227584367487586,0.0,,0.0,0.5500965538174621,0.0,0.6016624439964076,0.0,0.493391621704095,0.0,0.5349233497393613,0.0,2101.081395723822,0.0,9502.378384770012,0.0,0.2617517622678239,0.0,0.5493857495474721,0.0,0.4046317204645912,0.0,0.738248237732176,0.0,0.6843129801946286,0.0,,0.0,0.4650766502606387,0.0,8261.621615229988,0.0,5925.918604276178,0.0
