accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
0.9421871408843645,0.9304853674801191,0.9447094266897815,0.7824118769376437,0.7909088952779668,0.777762400624966,0.055290573310218305,0.08373869172954335,0.8461738118518563,0.8076622354340764
