cluster_id,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
1.144927536231884,642.2028985507246,0.7409922914603037,0.7249146394812755,0.740453626552352,0.4709155113164075,0.5644481161783151,0.49471714177203996,0.2595463734476481,0.2906243475898008,0.7620583473222289,0.6266799692597598
