accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
0.885201617269335,0.8666344799024497,0.9292073310221471,0.702484018849193,0.6452862816645822,0.6642116052272458,0.7829285553404906,0.7341492819112935,0.07079266897785297,0.1959383712172478
