cluster_id,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
1.144927536231884,614.8550724637681,0.9544405116900212,0.951794743418062,0.9529849049253575,0.7417434590185273,0.8056770456788824,0.7655628472270197,0.047015095074642584,0.04939541808923344,0.9736964565201921,0.9057575828894844
