client_id,dataset,client,cluster_id,evaluation_split,model_source,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
KFall::SA19,KFall,SA19,2,local_val,last_round_local_fit,506,0.994421906693712,0.9944594103556785,0.9930898321816387,0.9927234927234927,0.9958289885297185,0.9942738157209786,0.006910167818361303,0.004171011470281543,0.9997642740309243,0.9997469720729875
KFall::SA18,KFall,SA18,2,local_val,last_round_local_fit,609,0.9946865037194474,0.9946023268255969,0.9932126696832579,0.994,0.9959919839679359,0.994994994994995,0.006787330316742082,0.004008016032064128,0.9994910635751141,0.9995201180982678
KFall::SA30,KFall,SA30,2,local_val,last_round_local_fit,514,0.9897836538461539,0.990234375,0.984375,0.982028241335045,0.99609375,0.989010989010989,0.015625,0.00390625,0.9991048177083334,0.9988797868473199
KFall::SA22,KFall,SA22,2,local_val,last_round_local_fit,462,0.9910414333706606,0.9908913093252216,0.9916279069767442,0.9873772791023843,0.9901547116736991,0.9887640449438202,0.008372093023255815,0.009845288326300985,0.9991862100546234,0.998694654869672
KFall::SA37,KFall,SA37,2,local_val,last_round_local_fit,362,0.9866412213740458,0.9864214613024263,0.9893491124260355,0.9875690607734806,0.9834938101788171,0.9855272226051,0.010650887573964497,0.016506189821182942,0.9987221539438237,0.9984097484297617
KFall::SA12,KFall,SA12,2,local_val,last_round_local_fit,394,0.9818181818181818,0.98165328105029,0.9833926453143536,0.9799139167862266,0.9799139167862266,0.9799139167862266,0.0166073546856465,0.020086083213773313,0.998279356877722,0.9980007409994263
KFall::SA33,KFall,SA33,2,local_val,last_round_local_fit,434,0.9894179894179894,0.9897080495591579,0.9875904860392968,0.9837837837837838,0.9918256130790191,0.9877883310719131,0.012409513960703205,0.008174386920980926,0.9984600818847584,0.9979405650889852
KFall::SA23,KFall,SA23,2,local_val,last_round_local_fit,522,0.9816849816849816,0.9821085927510114,0.9745664739884393,0.9720457433290979,0.9896507115135834,0.9807692307692307,0.025433526011560695,0.01034928848641656,0.9977581526819165,0.9975391873957684
KFall::SA15,KFall,SA15,2,local_val,last_round_local_fit,454,0.9802955665024631,0.9805418988309844,0.9783677482792527,0.9731051344743277,0.9827160493827161,0.9778869778869779,0.021632251720747297,0.01728395061728395,0.997882904208699,0.997535847314507
KFall::SA24,KFall,SA24,2,local_val,last_round_local_fit,461,0.9869614512471655,0.9867840752355979,0.9886246122026887,0.9861809045226131,0.9849435382685069,0.9855618330194601,0.011375387797311272,0.015056461731493099,0.997951210524472,0.9974246900314002
