accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
0.8765105172657661,0.8670094714662984,0.9078228475619763,0.7266225669281503,0.7069878182676066,0.7016830541976368,0.09217715243802348,0.17380390462937964,0.8267103295857783,0.7723769250970551
