model,generator,mixture,runs,dev_accuracy_mean,dev_accuracy_std,dev_balanced_accuracy_mean,dev_balanced_accuracy_std,dev_f1_mean,dev_f1_std,dev_far_mean,dev_far_std,dev_fn_mean,dev_fn_std,dev_fp_mean,dev_fp_std,dev_miss_rate_mean,dev_miss_rate_std,dev_pr_auc_mean,dev_pr_auc_std,dev_precision_mean,dev_precision_std,dev_recall_mean,dev_recall_std,dev_roc_auc_mean,dev_roc_auc_std,dev_round_mean,dev_round_std,dev_specificity_mean,dev_specificity_std,dev_tn_mean,dev_tn_std,dev_tp_mean,dev_tp_std,local_accuracy_mean,local_accuracy_std,local_balanced_accuracy_mean,local_balanced_accuracy_std,local_cluster_id_mean,local_cluster_id_std,local_f1_mean,local_f1_std,local_far_mean,local_far_std,local_miss_rate_mean,local_miss_rate_std,local_pr_auc_mean,local_pr_auc_std,local_precision_mean,local_precision_std,local_recall_mean,local_recall_std,local_roc_auc_mean,local_roc_auc_std,local_specificity_mean,local_specificity_std,local_train_examples_mean,local_train_examples_std,test_accuracy_mean,test_accuracy_std,test_balanced_accuracy_mean,test_balanced_accuracy_std,test_f1_mean,test_f1_std,test_far_mean,test_far_std,test_fn_mean,test_fn_std,test_fp_mean,test_fp_std,test_miss_rate_mean,test_miss_rate_std,test_pr_auc_mean,test_pr_auc_std,test_precision_mean,test_precision_std,test_recall_mean,test_recall_std,test_roc_auc_mean,test_roc_auc_std,test_round_mean,test_round_std,test_specificity_mean,test_specificity_std,test_tn_mean,test_tn_std,test_tp_mean,test_tp_std,selection_score
fedavg,smote,25_synthetic_75_original,10,0.8051779188305442,0.0083134289815403,0.7515984813168778,0.0091273055825483,0.6558378127176596,0.0132510388989318,0.1138447146866229,0.014372572253188,2995.5,172.8211985453945,2068.9,261.19275555718525,0.3829583226796215,0.0220942468096899,0.6227118796526269,0.0140757628926019,0.7008293133298368,0.022240722549873,0.6170416773203785,0.0220942468096899,0.835467065851919,0.0086173340680783,25.0,0.0,0.886155285313377,0.0143725722531879,16104.1,261.1927555571853,4826.5,172.8211985453945,0.8419642755173804,0.0054350313690851,0.8476016614620082,0.0049554011332001,0.0434782608695652,0.0,0.6423042610792632,0.0046102667377402,0.1798065484913298,0.0101391840228764,0.1249393407764395,0.012208698991221,0.7824408426186549,0.0079945779333802,0.6023249369828355,0.0110267616084056,0.7301331229916764,0.012208698991221,0.8731104251237524,0.0049353290828305,0.8201934515086702,0.0101391840228764,856.81884057971,7.283307663078942,0.8208910084913341,0.0124093028453224,0.7800392278289999,0.0103805697028027,0.7003150705716458,0.0155916343113805,0.1117541094348119,0.0186866355400496,2634.2,126.55591649543692,1985.2,331.94939373344243,0.3281674349071882,0.0157662783724226,0.710139626912173,0.0285113745792001,0.7322204328619442,0.0304448607759107,0.6718325650928116,0.0157662783724226,0.8708342701578525,0.0099143312849883,25.0,0.0,0.888245890565188,0.0186866355400496,15778.8,331.94939373344243,5392.8,126.55591649543692,0.7904869485350128
